Product_name,Price,Rating,Review,Summary
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Just wow!,Best
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Brilliant,Overall nice product. Go for it.
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Best in the market!,It's awesome coller
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",2,Bad quality,finishing is not goodlot of scratches are there
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Just wow!,Amazing products....Air throw is very good
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Just wow!,Nice product with good cooling .
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Value-for-money,Good product...not noisy..nyc model..good cooling
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Wonderful,"Best Cooler.. Value for Money. Cooling is good, less noisy."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Super!,1 2 3SpeedGood condition
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",1,Absolute rubbish!,After 1 year fan not working... very very disappointed -
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",2,Expected a better product,After using a month its water motor stop working so sad having this Crompton desert cooler because as I know that these guys are using cheap Chinese products which is making the products and un durable I will not suggest to buy anybody please refrain
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Super!,Good buy for a small room. Works best provided their is cross ventilation. Worth for money product.
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Value-for-money,Good product...
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Highly recommended,Nice product. Working fine.
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Wonderful,Good product
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Terrific,Very good cooler.
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",3,Just okay,What could have been an excellent buy.turned out to be an average review...1. Cooling is OK.. 2. Technical specs and sturdiness...only time will tell..but I am not worried since I bought extended warranty 3. The direction louvers do not hold up and always point to the feet..the best cool air..doesn't reach you..4. Ice box is a joke..at best a gimmick..5. The fan speed is too fast..a simple continuous speed reducer(like a fan pregulator) instead of a 3 speed knob would have made the prod...
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Mind-blowing purchase,Good option
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Very Good,Very good -
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Worth the money,Every thing is ok but ya it is noisy not too much.but it is noisy.
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Awesome,Great cooler
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Nice product,Water circulation is not there on one side of cooler
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Perfect product!,excellent product
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",1,Don't waste your money,Veri bed cooler
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Classy product,Very nice product & working very nice.thnx to Flipkart
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",3,Just okay,Item is very nice but water drain not available in product this is negative side
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",3,Just okay,Good
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",1,Absolute rubbish!,Not good
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",2,Moderate,"Not so good, it can't be kept inside creates humidity, infact we have good ventilation source"
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",3,Nice,"Working fine, no issues"
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",3,Does the job,Cooling not at high level.. Low cooling but other wise over all good
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Highly recommended,Good cool
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",1,Absolute rubbish!,1 week perfomance only later on it working work
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",1,Terrible product,"Do not purchase this item , they will not take return if any problem. I purchased this product two times I applied for return since it was not upto our expectation but without reason they have cancelled return twice. Our money got wasted. Please do not purchase this and don't waste your money"
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",1,Unsatisfactory,Very compact and bed product water pump not working after 7 days of delivery not recommended!
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Great product,Ossum cooler in ossum prise
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",1,Absolute rubbish!,Dont buy this product at all. ... not worth even for 1 rs
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Very Good,Good product cooling is awesome and fast delivery by flipkart
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Delightful,Nice produt cooling air with fresh feeling
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Good quality product,Good cooler full satisfied �
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",3,Just okay,"Writing this review after almost 1 month of usage the motor is a bit reduced, but the cooling is really great if you run it for around 3 hr i will make you grab blanket. Overall good product to buy"
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Super!,Super and good product
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Just wow!,Good product and quick service
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Awesome,Good Cooler. No issues so faar from last 10 days. No water leakage problem and making room cold. Does the job well.
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Good choice,Good product
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Fabulous!,It's been 2months iam using it. I recommend to buy. Product is really very good.
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",2,Moderate,"This product is not suitable in high temp area in day time 45-46 degree , make high noise and I got broken product , this does not fulfill my requirement , I did not get refund, Technician in not good he reject my refund, Very poor response from flip kart and I still call flip kart around 5 to 6 times in day and wasting my time on this product last 10 days and still cannot get the refund and any solution,"
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Super!,Nice ....
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",1,Hated it!,It is not giving cool air despite the fact it has been placed outside the window so that outer air enters in room Not satisfied with this one.
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Very Good,Go for it... It's really work awesome
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",1,Hated it!,Worst product in this price range/return option not available
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Very Good,"Somehow its cooling capabilities is not so good, else its good"
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Wonderful,Good product -
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Really Nice,Awesome...when room air circulation is proper
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",1,Very poor,It is expensive according to its functionsPoor productDon't buy it
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Very Good,Good product
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",2,Expected a better product,"I have bought this air cooler on March 2021, After 1 and half month the fan is not rotating. Very worst experience for me with this Crompton air cooler. Looks like Flipkart sent me the defect one."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Good quality product,Good one
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",3,Nice,"It's okay product, too noisy and it's producing high humidity(need ventilation, if we keep at window then it works otherwise room will be occupied by humidity)."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Very Good,Just ok.
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",3,Just okay,Damaged product
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",1,Hated it!,just ok
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Delightful,Cooling is not upto par. Could have been better
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Good quality product,Only cooler cable should be increased
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Awesome,Quality and service is too good
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Highly recommended,Nice product in this price range
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Mind-blowing purchase,Product is really good. Its been 15days I have been using it. Cooling effect is great
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",3,Fair,"I am disappointed with the product, intially i ordered for ash color but i got another color, Placed replacement but again brought the same color which they delivered me intially. Coming to performance, it is quite good. But only annoying is there is no button/knob to adjust the wind direction from outside."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Highly recommended,I am writing this review after using the same model last 2 years..very nice cooler and cooling..
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",3,Good,It can not throw air upto 20 ft and Crompton has mentioned it can throw air upto 45 ft.. so don't fall for that.
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Highly recommended,Never expected the chilled air from this coolerAirthrow is super. But a bit swing sound
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Must buy!,"Product is excellent, superb"
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Very Good,Super
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Wonderful,The cooling and design js awesome. Only drawback is the plastic quality which is too cheap.
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",1,Not recommended at all,Not happy for this product. Air throw not good.
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Worth the money,Very nice look and quality - -
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Nice product,Product was good .....but I m not received extra Warrenty card
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Classy product,"Good product,well service provid by flipkart.thanks"
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Super!,Excellent product....
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Wonderful,Excellent packaging excellent product
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Very Good,Good One!Product quality and the ability to air releasing is so good.
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Worth every penny,Design very nice and cooling super..value of money deliver in very good packing full satisfaction
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Terrific purchase,Good
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",1,Not recommended at all,Worst product . Water dispenser are unable to dispense water in honey comb.not working properly. Due to this honey comb remains dry. due to this it spreads hot air...not useful for summer.just a show piece.not expected from band like crompton. Smells weird... Try to contact crompton customer service but they didn't respond. dont buy this product
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Wonderful,"Air throw rate can be improved, everything else is good"
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Value-for-money,"Air throw rate can be improved, everything else is good"
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Terrific purchase,Excellent product
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Highly recommended,Good
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Awesome,"Performance will more better if cross ventilation will be there,nice product ,one more thing no option to drain out the water"
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Super!,Nice experience
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Very Good,Looking good
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Good quality product,Good
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Wonderful,"Everything is perfect in this price range but there would be insects net from side to side,"
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Must buy!,Quality good Awsome. And nice packing I have uploaded pic after 6 months
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Pretty good,Nice product..
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Must buy!,Nice
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Super!,Good
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Good choice,"Good product., before time delivery"
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Super!,Cooling awesome
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Simply awesome,Magnificent product
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Really Nice,Cool
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Just wow!,Good
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Super!,"best cooler, close your eyes and take this cooler -� -"
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Pretty good,Good working
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Very Good,All things are good but it's noisy
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Brilliant,Best cooler ever -
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Just wow!,"Very Good cooler, gives cool Air,easy to move, 88liter water Tank .easy to use speed control and direction control. After 15 days use I am very much satisfied. It gives chilling cool air which compel us to have two bed sheet to cover us. Go ahead without any doubt."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Highly recommended,Nice
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",3,Nice,Water moter not working.
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Delightful,Cool
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Just wow!,Best for small room
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Delightful,Good product
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",1,Not recommended at all,Worst product....it can't cool a single room....
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Classy product,"Awesome, thank you flipkart"
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Value-for-money,"Perfect cooler.Quick and fast 2 days delivery by flipkart.Pros:1. Cooling is good for heat areas. but fails in high humid area !2. Good plastic.3. 1 year brand warranty.4. Energy saving. I.e 190 watt power consumption including water pump, swing at high speed.5. 4 way air deflection.6. Vertical louvers swing are automatic.7. Water drain valve at the bottom.Cons:1. Power chord is too short. Only 1.5 meter maximum.2. Honeycomb smell on first day.3. Horzontal louvers need to se..."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Nice product,Everything good but smelling
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Terrific purchase,"Enough cooling, love this cooler"
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",3,Nice,There is no options for up nd down only straight air
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Good quality product,Good �
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",2,Could be way better,Absolutely Poor cooling
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Very Good,"Good air cooler, making noise less than other air coolers."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Pretty good,Nice product
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Best in the market!,Very happy
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Simply awesome,Superb cooler.... distance of air flow is awesome....
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Brilliant,Nice �
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Fabulous!,Nice budget product
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",1,Terrible product,NegativeLeakage in some of the Portion.The Water Pipe Inlet is LeakingAfter 5 month its not working
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",3,Nice,"Thier no drainage option,and swinging system is working properly"
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Awesome,"Everything is very fine but power cord is very small in length, how does such a renowned company make such a penny pinching!"
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",1,Utterly Disappointed,Not coolingTorture soundVery bad I am return this is product
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Great product,Good quality Thank u crompton Thank u Flipkart
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Pretty good,Good
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",2,Expected a better product,It makes lot of noise
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",2,Bad quality,"This is not speed, we are getting other coolers less price than this with full speed"
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Good quality product,Cooling is awesome.
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Awesome,very nice product
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Pretty good,nice product with honeycomb pad and five blade fan which is of metal
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Wonderful,"Very good, serves the purpose."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Super!,Excellent product thanks flipkart
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Super!,Cooler is nice working and good cooling . Only little bit noisy.
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",3,Decent product,"Good but not best, consumes so much of water & built quality is also not good"
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Terrific,Very nice
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Good quality product,Best in the market
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",2,Bad quality,"The Product Quality isn't appreciable.. the plastic body is not that much heavy as shown in others reivews.. the flap wings to small in width . the water tray is packed with screws, it can't be clean easily.. the speed of fan doesn't throw far away.If we want to exchange this cooler with higher model of same product company so it's not possible.they don't refund and exchange with higher model."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Pretty good,"Nice product,thank you flipkart."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Worth every penny,Good litil more noise compared to symphony
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",3,Fair,"Design is perfect but have quality issue :1. Honeycomb not completely dip in water due to cheap machenizem.2. Front air-blade is very light and blowing with air can't set air throw perfectly , only after 2 feet air lost from target.3. After use Water cleaning is a challenge, Can't clean properly.4. Price is double from actual cost.."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",3,Decent product,After using it for more than a month I can say the cooler cooling is superb but the material used is cheap plastic not that strong but the wheels are very good quality.
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Worth every penny,Best product under this amount!!!
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",1,Terrible product,Only 2 sides were getting wet since Pump was not working good and hence not that much cooling so returned it and got my refund. I will order symphony now.
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Delightful,Product is good and working also awesome but need to modify one thing which regulator oce it's off and you want to on so it's at level 3 but it should be at level 1
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Good quality product,Good product .. there was smell on first day but later on no complaint
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Simply awesome,Feel really happy with the product very good cooling must go for it....
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Nice product,It is good for small rooms give more cooling effect on adding ice in cooling box. Overall good performance
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Highly recommended,Nice product in good price.air throw is Awesome.
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Terrific,Very nice and fabulous item cooling is very good but a problem if I want to adjust it's leaves but not
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",3,Fair,Products look pretty average in real and feels like substandard and unbranded. Received the product with top of the cooler pressed towards inside. I Returned same hence not recommended from my side.
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Brilliant,Very nice super
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Mind-blowing purchase,Good product
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Wonderful,Good cooler but price is high that is why I am giving 4 star
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Worth the money,Reviewing after using for a month all the thing like build and cooling is good . If you arr planning to buy a cooler which you can easy move around the house it is one of this but keep two things in mind .. i think wheels are not that strong which can withstand any jerk(Wheel Screw got broken)if the water tank is full to the max and other annoying thing with this cooler is that the horizontal flips are always tend to move downward.
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Brilliant,Quite amazing
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Delightful,Nice air cooler ...it gives good cooling performance ....it is little bit noisy ....They should provide a function to move louvers up and down .
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Worth every penny,Nice cooler . It is a powerful cooler
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Wonderful,Good quality and best
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Highly recommended,Awesome purchase
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Great product,Good
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Brilliant,Good product..
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Really Nice,Very good quality and flipkart service is best...
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",3,Decent product,Okay
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Simply awesome,After using this cooler fora month I can write without any hesitation that this cooleris perfect&Was looking for this only. My friend will order next summer.
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Nice product,Over all Good
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",1,Not recommended at all,Worst
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Just wow!,Best in this price range
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",3,Does the job,Water vents don't work properly
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Pretty good,Good product �
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Nice product,Wonderful cooling with minimum fan sound worth the money!
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Wonderful,"Nice cooler at this price. Cooling and air throw are also good. But horizontal louvers are not being fully shut manually. Its cable length is slightly small. Overall it's a nice cooler. After adding ice to its ice chamber, cooling effect is more increased."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Must buy!,Satisfied with the product quality and functioning. Service provided by Flipkart was great! Overall good experience!
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Pretty good,Good
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Very Good,"Nice coolerCooling is satisfactory, not like AC.Also noise level is high on low/medium fan mode, can't difference noise between high & low fan mode, overall product is good, but need to improvement in finishing of body, plastic quality is good compared to other brands which already I have. If you planning to buy go with this cooler, because services of Crompton is fantastic, I had face issues on first day, another day executive came and fix it without any reminders.It's genuine product..."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Mind-blowing purchase,Nice product
